Unnamed: 0,SizeRank,RegionName,StateName,State,City,Metro,CountyName,Percent Change,ZHVF 1-Year Forecast (%),Mean Income,luxury_business_count
2649,2853,46239,IN,IN,Indianapolis,"Indianapolis-Carmel-Anderson, IN",Marion County,4.137696479648475,5.2,53999.181818181816,0
2653,2856,33952,FL,FL,Port Charlotte,"Punta Gorda, FL",Charlotte County,8.906101389843395,5.1,34357.818181818184,0
2654,2858,77092,TX,TX,Houston,"Houston-The Woodlands-Sugar Land, TX",Harris County,2.129626312187628,2.7,48393.181818181816,0
2655,2859,80004,CO,CO,Arvada,"Denver-Aurora-Lakewood, CO",Jefferson County,4.086689584271759,3.5,52741.36363636364,0
2656,2860,55433,MN,MN,Coon Rapids,"Minneapolis-St. Paul-Bloomington, MN-WI",Anoka County,2.0800679446696098,2.3,48957.0,0
2660,2865,33407,FL,FL,West Palm Beach,"Miami-Fort Lauderdale-Pompano Beach, FL",Palm Beach County,2.4504994282308696,6.1,44049.90909090909,0
2663,2871,51501,IA,IA,Council Bluffs,"Omaha-Council Bluffs, NE-IA",Pottawattamie County,9.35707769294709,5.1,37262.72727272727,0
2664,2872,21212,MD,MD,Baltimore,"Baltimore-Columbia-Towson, MD",Baltimore City,1.5595263477183017,2.0,60450.09090909091,0
2668,2875,43221,OH,OH,Upper Arlington,"Columbus, OH",Franklin County,5.506771257315844,4.4,74152.90909090909,0
2670,2878,91941,CA,CA,La Mesa,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,1.9158104733658297,4.3,60481.36363636364,0
2671,2879,33884,FL,FL,Winter Haven,"Lakeland-Winter Haven, FL",Polk County,2.594092479921552,4.8,49096.27272727273,0
2672,2880,43201,OH,OH,Columbus,"Columbus, OH",Franklin County,4.512845645769355,2.2,41054.454545454544,0
2674,2882,49506,MI,MI,East Grand Rapids,"Grand Rapids-Kentwood, MI",Kent County,8.742039967606827,4.6,54112.0,0
2675,2883,33060,FL,FL,Pompano Beach,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County,6.4994452709780255,5.6,46304.0,0
2676,2884,90230,CA,CA,Culver City,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,-0.6920256355797332,2.3,76691.27272727272,0
2677,2885,20782,MD,MD,Hyattsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince Georges County,1.441434021254573,1.5,59679.454545454544,0
2678,2886,28677,NC,NC,Statesville,"Charlotte-Concord-Gastonia, NC-SC",Iredell County,10.578924222517973,5.6,33594.545454545456,0
2680,2888,34232,FL,FL,Sarasota,"North Port-Sarasota-Bradenton, FL",Sarasota County,5.769273431417369,5.1,50764.545454545456,0
2681,2889,31404,GA,GA,Savannah,"Savannah, GA",Chatham County,5.837150960862229,8.5,39010.545454545456,0
2683,2891,97304,OR,OR,Salem,"Salem, OR",Polk County,-0.6764220655992087,3.8,54429.27272727273,0
2684,2892,30094,GA,GA,Conyers,"Atlanta-Sandy Springs-Alpharetta, GA",Rockdale County,2.356045072046012,5.7,53823.454545454544,0
2685,2894,98002,WA,WA,Auburn,"Seattle-Tacoma-Bellevue, WA",King County,6.599645255299875,3.2,43551.27272727273,0
2687,2896,10010,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County,2.125324701541068,0.0,135864.45454545456,0
2688,2897,19013,PA,PA,Chester,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Delaware County,8.208240467389214,7.3,30045.454545454544,0
2689,2900,97217,OR,OR,Portland,"Portland-Vancouver-Hillsboro, OR-WA",Multnomah County,-0.1241896486357749,1.8,64661.27272727273,0
2692,2904,32909,FL,FL,Palm Bay,"Palm Bay-Melbourne-Titusville, FL",Brevard County,4.081693045530814,4.8,41462.36363636364,0
2693,2905,89142,NV,NV,Las Vegas,"Las Vegas-Henderson-Paradise, NV",Clark County,-2.5964624289842977,3.3,39397.81818181818,0
2694,2906,78749,TX,TX,Austin,"Austin-Round Rock-Georgetown, TX",Travis County,-4.6531285141817325,1.7,76848.81818181818,0
2695,2907,33710,FL,FL,Saint Petersburg,"Tampa-St. Petersburg-Clearwater, FL",Pinellas County,4.74981490563848,5.5,42822.0,12
2696,2908,99352,WA,WA,Richland,"Kennewick-Richland, WA",Benton County,4.719733379954648,4.2,61237.27272727273,0
2697,2910,90008,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,6.117173286945646,2.7,42951.181818181816,0
2700,2913,53214,WI,WI,West Allis,"Milwaukee-Waukesha, WI",Milwaukee County,13.019456695996563,3.4,40153.545454545456,0
2701,2914,28405,NC,NC,Wilmington,"Wilmington, NC",New Hanover County,-0.0465975480994111,6.1,50054.545454545456,0
2702,2914,80138,CO,CO,Parker,"Denver-Aurora-Lakewood, CO",Douglas County,-0.3235112097169489,2.8,72859.81818181818,0
2703,2916,91773,CA,CA,San Dimas,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,0.0611109859876803,2.8,60661.81818181818,0
2704,2917,48073,MI,MI,Royal Oak,"Detroit-Warren-Dearborn, MI",Oakland County,5.095436531676854,3.3,60464.36363636364,0
2705,2918,98926,WA,WA,Ellensburg,"Ellensburg, WA",Kittitas County,7.908241187383394,4.8,35599.63636363636,0
2708,2924,72703,AR,AR,Fayetteville,"Fayetteville-Springdale-Rogers, AR",Washington County,4.764679416649726,5.2,46327.27272727273,0
2709,2924,48910,MI,MI,Lansing,"Lansing-East Lansing, MI",Ingham County,3.2408967044309214,4.4,38725.27272727273,0
2710,2926,80104,CO,CO,Castle Rock,"Denver-Aurora-Lakewood, CO",Douglas County,2.375720821711399,2.8,57978.09090909091,0
2711,2927,3104,NH,NH,Manchester,"Manchester-Nashua, NH",Hillsborough County,6.927562706325528,6.5,55755.181818181816,0
2712,2928,43219,OH,OH,Columbus,"Columbus, OH",Franklin County,3.728792307647832,4.6,37502.454545454544,0
2714,2931,46241,IN,IN,Indianapolis,"Indianapolis-Carmel-Anderson, IN",Marion County,1.250280373535319,5.9,39334.454545454544,3
2717,2936,32547,FL,FL,Fort Walton Beach,"Crestview-Fort Walton Beach-Destin, FL",Okaloosa County,2.250613696952677,5.0,45153.0,0
2718,2937,98021,WA,WA,Bothell,"Seattle-Tacoma-Bellevue, WA",Snohomish County,-3.271587911868643,4.0,69190.90909090909,0
2719,2938,27103,NC,NC,Winston-Salem,"Winston-Salem, NC",Forsyth County,6.015181817824293,5.6,45833.72727272727,0
2720,2939,95126,CA,CA,San Jose,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,-1.3576931026714565,1.1,90722.0,0
2722,2941,33611,FL,FL,Tampa,"Tampa-St. Petersburg-Clearwater, FL",Hillsborough County,3.373191944625892,5.5,62073.454545454544,4
2723,2942,33813,FL,FL,Lakeland,"Lakeland-Winter Haven, FL",Polk County,2.7124263278683647,5.1,53201.0,0
2724,2943,95348,CA,CA,Merced,"Merced, CA",Merced County,1.80803411817747,3.8,43973.454545454544,0
2725,2944,30260,GA,GA,Morrow,"Atlanta-Sandy Springs-Alpharetta, GA",Clayton County,0.3297781560016928,6.6,36020.90909090909,0
2728,2947,77045,TX,TX,Houston,"Houston-The Woodlands-Sugar Land, TX",Harris County,6.368748152175563,3.0,41314.27272727273,0
2730,2950,92373,CA,CA,Redlands,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,-0.402971896466174,4.1,63631.454545454544,0
2732,2953,91107,CA,CA,Pasadena,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2.3021379842655105,2.3,79869.45454545454,0
2733,2954,33417,FL,FL,Century Village,"Miami-Fort Lauderdale-Pompano Beach, FL",Palm Beach County,4.400458045096071,6.3,33561.27272727273,0
2735,2956,50010,IA,IA,Ames,"Ames, IA",Story County,3.838893204907281,1.6,39169.545454545456,0
2736,2957,33462,FL,FL,Lake Worth Beach,"Miami-Fort Lauderdale-Pompano Beach, FL",Palm Beach County,11.843365915649736,5.8,53026.09090909091,0
2738,2959,91007,CA,CA,Arcadia,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,8.610610153644998,1.7,59925.181818181816,0
2739,2960,15235,PA,PA,Pittsburgh,"Pittsburgh, PA",Allegheny County,4.918568388998905,2.7,48162.27272727273,0
2740,2961,33180,FL,FL,Aventura,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,0.3623513294725831,4.7,73976.09090909091,0
2742,2963,95377,CA,CA,Tracy,"Stockton, CA",San Joaquin County,4.425115541313404,2.9,83156.18181818182,0
2743,2964,77047,TX,TX,Houston,"Houston-The Woodlands-Sugar Land, TX",Harris County,2.856813305223174,2.6,53063.454545454544,0
2744,2965,55443,MN,MN,Brooklyn Park,"Minneapolis-St. Paul-Bloomington, MN-WI",Hennepin County,2.432533705142081,1.8,56088.09090909091,0
2745,2966,92103,CA,CA,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,4.462233067678574,3.6,76180.18181818182,0
2747,2969,21403,MD,MD,Annapolis,"Baltimore-Columbia-Towson, MD",Anne Arundel County,4.353253939139044,2.0,84124.45454545454,0
2748,2970,60302,IL,IL,Oak Park,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,5.175862083648935,2.0,63753.27272727273,0
2752,2976,33823,FL,FL,Auburndale,"Lakeland-Winter Haven, FL",Polk County,2.2259494550158645,5.3,34982.63636363636,0
2754,2978,30534,GA,GA,Dawsonville,"Atlanta-Sandy Springs-Alpharetta, GA",Dawson County,0.1880236491092393,5.3,47915.90909090909,0
2757,2981,33069,FL,FL,Pompano Beach,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County,3.838607209843222,5.9,44154.36363636364,0
2759,2984,80226,CO,CO,Lakewood,"Denver-Aurora-Lakewood, CO",Jefferson County,4.050879714566615,3.2,53053.27272727273,0
2760,2985,99223,WA,WA,Spokane,"Spokane-Spokane Valley, WA",Spokane County,5.498862882316454,4.9,49907.0,0
2761,2985,80241,CO,CO,Thornton,"Denver-Aurora-Lakewood, CO",Adams County,0.8464445089690628,2.8,65149.09090909091,0
2762,2987,94102,CA,CA,San Francisco,"San Francisco-Oakland-Berkeley, CA",San Francisco County,-0.5336267721398257,-0.2,61521.454545454544,0
2766,2992,77477,TX,TX,Stafford,"Houston-The Woodlands-Sugar Land, TX",Fort Bend County,-0.067380874890689,2.9,54057.0,0
2768,2994,34638,FL,FL,Land O Lakes,"Tampa-St. Petersburg-Clearwater, FL",Pasco County,-1.0411257207284157,5.3,55952.545454545456,0
2769,2994,85704,AZ,AZ,Tucson,"Tucson, AZ",Pima County,6.091874568017585,4.7,50893.454545454544,13
2771,2998,47403,IN,IN,Bloomington,"Bloomington, IN",Monroe County,-1.9151777002538375,3.7,41288.36363636364,0
2773,3000,98201,WA,WA,Everett,"Seattle-Tacoma-Bellevue, WA",Snohomish County,6.108140398467425,3.0,42971.90909090909,0
2778,3008,32208,FL,FL,Jacksonville,"Jacksonville, FL",Duval County,7.744227746339513,4.5,31381.90909090909,0
2780,3009,65721,MO,MO,Ozark,"Springfield, MO",Christian County,0.3729831607103753,5.1,44005.27272727273,0
2782,3012,91791,CA,CA,West Covina,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,12.81446453297839,2.9,49539.0,0
2784,3015,33174,FL,FL,Fountainbleau,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,18.15736876815627,5.3,32842.90909090909,0
2785,3016,68116,NE,NE,Omaha,"Omaha-Council Bluffs, NE-IA",Douglas County,4.549160251302771,3.5,69091.45454545454,0
2786,3016,27511,NC,NC,Cary,"Raleigh-Cary, NC",Wake County,3.624802759702941,4.9,60030.0,0
2787,3018,43613,OH,OH,Toledo,"Toledo, OH",Lucas County,2.2199812418331955,3.8,39960.27272727273,0
2788,3019,82009,WY,WY,Cheyenne,"Cheyenne, WY",Laramie County,7.757596797724689,1.4,59124.81818181818,0
2790,3021,77301,TX,TX,Conroe,"Houston-The Woodlands-Sugar Land, TX",Montgomery County,7.441119053792283,2.7,36931.09090909091,0
2791,3023,94115,CA,CA,San Francisco,"San Francisco-Oakland-Berkeley, CA",San Francisco County,-0.3237305417502322,-0.4,120642.45454545454,0
2793,3025,29609,SC,SC,Greenville,"Greenville-Anderson, SC",Greenville County,9.318803286242655,4.5,43753.72727272727,0
2794,3025,50266,IA,IA,West Des Moines,"Des Moines-West Des Moines, IA",Dallas County,5.076021410630986,1.9,60264.63636363636,0
2797,3031,95118,CA,CA,San Jose,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,1.5456445821182765,1.3,79195.81818181818,0
2798,3031,97211,OR,OR,Portland,"Portland-Vancouver-Hillsboro, OR-WA",Multnomah County,3.25874536434295,1.9,69422.81818181818,0
2799,3033,34231,FL,FL,Sarasota,"North Port-Sarasota-Bradenton, FL",Sarasota County,9.748311431967297,5.4,50569.72727272727,0
2800,3034,84058,UT,UT,Orem,"Provo-Orem, UT",Utah County,4.033207928016624,4.3,46011.545454545456,0
2801,3035,34683,FL,FL,Palm Harbor,"Tampa-St. Petersburg-Clearwater, FL",Pinellas County,2.239733546106101,5.2,54799.72727272727,2
2803,3038,30068,GA,GA,Marietta,"Atlanta-Sandy Springs-Alpharetta, GA",Cobb County,3.1458261722690173,4.3,66389.90909090909,0
2804,3039,72209,AR,AR,Little Rock,"Little Rock-North Little Rock-Conway, AR",Pulaski County,2.4379531731188493,1.1,29988.0,0
2805,3040,85388,AZ,AZ,Surprise,"Phoenix-Mesa-Chandler, AZ",Maricopa County,1.81547462894913,5.2,57241.454545454544,0
2806,3041,2038,MA,MA,Franklin,"Boston-Cambridge-Newton, MA-NH",Norfolk County,6.392065173372985,3.2,66927.72727272728,0
2807,3042,29406,SC,SC,North Charleston,"Charleston-North Charleston, SC",Charleston County,5.664896704988657,5.6,41551.90909090909,0
2808,3043,73159,OK,OK,Oklahoma City,"Oklahoma City, OK",Oklahoma County,7.458913301567459,4.3,39080.181818181816,0
2809,3044,92883,CA,CA,Corona,"Riverside-San Bernardino-Ontario, CA",Riverside County,7.041564889050303,5.2,81303.81818181818,0
2810,3045,90807,CA,CA,Long Beach,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,9.647107339654356,3.0,64008.27272727273,0
2813,3049,95661,CA,CA,Roseville,"Sacramento-Roseville-Folsom, CA",Placer County,0.5704983066149011,1.9,61140.545454545456,0
2814,3050,98229,WA,WA,Bellingham,"Bellingham, WA",Whatcom County,7.893409538085902,4.2,49899.545454545456,0
2815,3051,20016,DC,DC,Washington,"Washington-Arlington-Alexandria, DC-VA-MD-WV",District of Columbia,4.775060393525166,0.9,108074.63636363635,0
2816,3053,85020,AZ,AZ,Phoenix,"Phoenix-Mesa-Chandler, AZ",Maricopa County,-0.6593129719623033,4.9,56490.0,0
2819,3056,55318,MN,MN,Chaska,"Minneapolis-St. Paul-Bloomington, MN-WI",Carver County,3.9058047199434425,1.7,58122.72727272727,0
2820,3057,20010,DC,DC,Washington,"Washington-Arlington-Alexandria, DC-VA-MD-WV",District of Columbia,3.4910914202729537,1.0,88131.0,0
2821,3058,2125,MA,MA,Boston,"Boston-Cambridge-Newton, MA-NH",Suffolk County,4.795369891764712,2.3,64188.454545454544,0
2822,3059,75229,TX,TX,Dallas,"Dallas-Fort Worth-Arlington, TX",Dallas County,7.358192921925364,4.2,85638.72727272728,0
2823,3060,93555,CA,CA,Ridgecrest,"Bakersfield, CA",Kern County,8.116111852080534,3.7,54375.81818181818,0
2825,3062,32826,FL,FL,Orlando,"Orlando-Kissimmee-Sanford, FL",Orange County,3.685986770594393,4.8,40711.27272727273,0
2826,3063,94608,CA,CA,Emeryville,"San Francisco-Oakland-Berkeley, CA",Alameda County,-1.621702814186292,0.0,81410.72727272728,0
2827,3064,83815,ID,ID,Coeur d'Alene,"Coeur d'Alene, ID",Kootenai County,-3.374556370335616,7.8,41555.90909090909,0
2828,3065,80108,CO,CO,Castle Pines,"Denver-Aurora-Lakewood, CO",Douglas County,7.357306321614075,2.7,88241.27272727272,0
2829,3066,75605,TX,TX,Longview,"Longview, TX",Gregg County,3.907570880562905,2.0,46792.90909090909,0
2830,3068,97213,OR,OR,Portland,"Portland-Vancouver-Hillsboro, OR-WA",Multnomah County,1.82226717107492,1.8,60183.09090909091,0
2833,3071,28217,NC,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,-1.299913606118708,6.4,49450.181818181816,0
2835,3071,94941,CA,CA,Mill Valley,"San Francisco-Oakland-Berkeley, CA",Marin County,1.6748218319276105,0.5,118303.81818181818,0
2836,3074,55432,MN,MN,Fridley,"Minneapolis-St. Paul-Bloomington, MN-WI",Anoka County,9.157623653110525,2.2,48866.0,0
2838,3077,20603,MD,MD,Waldorf,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Charles County,7.244082220492857,1.6,80982.81818181818,0
2842,3081,44121,OH,OH,Cleveland Heights,"Cleveland-Elyria, OH",Cuyahoga County,2.117493553040332,5.1,44708.63636363636,0
2843,3081,90029,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1.919741320872348,0.8,45480.09090909091,0
2844,3083,31904,GA,GA,Columbus,"Columbus, GA-AL",Muscogee County,-2.9689281750691,4.3,42294.90909090909,0
2846,3085,29841,SC,SC,North Augusta,"Augusta-Richmond County, GA-SC",Aiken County,4.7851365497401925,4.3,39438.90909090909,0
2847,3088,32301,FL,FL,Tallahassee,"Tallahassee, FL",Leon County,3.751336561090028,4.0,40648.09090909091,0
2848,3089,76117,TX,TX,Haltom City,"Dallas-Fort Worth-Arlington, TX",Tarrant County,0.563965007239367,4.4,35737.90909090909,0
2849,3090,20165,VA,VA,Sterling,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Loudoun County,5.664702917754549,1.6,105574.45454545454,0
2850,3091,29680,SC,SC,Simpsonville,"Greenville-Anderson, SC",Greenville County,3.851608560438197,4.2,52239.454545454544,0
2851,3092,32258,FL,FL,Jacksonville,"Jacksonville, FL",Duval County,-1.671228023763322,4.2,64182.181818181816,0
2855,3097,80027,CO,CO,Louisville,"Boulder, CO",Boulder County,5.290651674089897,2.1,68846.18181818182,0
2856,3098,74136,OK,OK,Tulsa,"Tulsa, OK",Tulsa County,-0.9603465709653096,3.7,45476.36363636364,0
2858,3100,78229,TX,TX,San Antonio,"San Antonio-New Braunfels, TX",Bexar County,-2.6399005704394463,3.1,40352.545454545456,0
2859,3101,94602,CA,CA,Oakland,"San Francisco-Oakland-Berkeley, CA",Alameda County,2.9930590847047,0.0,81728.45454545454,0
2860,3103,91505,CA,CA,Burbank,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,-0.4845883529491495,3.1,69321.63636363637,0
2861,3104,34653,FL,FL,New Port Richey,"Tampa-St. Petersburg-Clearwater, FL",Pasco County,10.638670398227024,5.8,31907.727272727272,1
2862,3105,55408,MN,MN,Minneapolis,"Minneapolis-St. Paul-Bloomington, MN-WI",Hennepin County,1.3244809565972249,1.9,60641.63636363636,0
2864,3107,48089,MI,MI,Warren,"Detroit-Warren-Dearborn, MI",Macomb County,-0.9997426124780554,3.7,35507.818181818184,0
2865,3108,78217,TX,TX,San Antonio,"San Antonio-New Braunfels, TX",Bexar County,0.0874505785055016,3.2,43605.09090909091,0
2866,3109,94103,CA,CA,San Francisco,"San Francisco-Oakland-Berkeley, CA",San Francisco County,-2.124693553668832,-0.4,93192.27272727272,0
2867,3110,66212,KS,KS,Overland Park,"Kansas City, MO-KS",Johnson County,8.539727539352093,4.2,49788.09090909091,0
2868,3111,98109,WA,WA,Seattle,"Seattle-Tacoma-Bellevue, WA",King County,-1.3176515980396413,2.0,89748.45454545454,0
2869,3112,92881,CA,CA,Corona,"Riverside-San Bernardino-Ontario, CA",Riverside County,-3.4922174587007264,5.2,69791.72727272728,0
2870,3113,65714,MO,MO,Nixa,"Springfield, MO",Christian County,11.98046190244096,5.1,39563.545454545456,0
2871,3114,3102,NH,NH,Manchester,"Manchester-Nashua, NH",Hillsborough County,7.999022489551071,6.9,50017.63636363636,0
2873,3116,80302,CO,CO,Boulder,"Boulder, CO",Boulder County,5.553214071522049,2.1,56697.181818181816,0
2874,3117,33543,FL,FL,Wesley Chapel,"Tampa-St. Petersburg-Clearwater, FL",Pasco County,2.624229564876829,5.2,60305.90909090909,6
2876,3119,33756,FL,FL,Clearwater,"Tampa-St. Petersburg-Clearwater, FL",Pinellas County,5.6521296933742455,5.3,41301.72727272727,3
2877,3121,32043,FL,FL,Green Cove Springs,"Jacksonville, FL",Clay County,6.882933895482347,3.8,50046.72727272727,0
2878,3122,7747,NJ,NJ,Matawan,"New York-Newark-Jersey City, NY-NJ-PA",Monmouth County,3.395223194261063,2.1,71639.18181818182,0
2880,3124,10030,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County,1.8392603049017688,0.0,49982.545454545456,0
2881,3125,1845,MA,MA,North Andover,"Boston-Cambridge-Newton, MA-NH",Essex County,8.013962724394103,3.0,71000.18181818182,0
2882,3127,23435,VA,VA,Suffolk,"Virginia Beach-Norfolk-Newport News, VA-NC",Suffolk City,5.31509873586384,3.3,69388.09090909091,0
2883,3128,95131,CA,CA,San Jose,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,-1.4210367529432597,1.2,120286.18181818182,0
2884,3130,58801,ND,ND,Williston,"Williston, ND",Williams County,22.893550364842365,0.4,77367.63636363637,0
2885,3131,92612,CA,CA,Irvine,"Los Angeles-Long Beach-Anaheim, CA",Orange County,0.6047731360282765,3.6,78455.63636363637,0
2886,3133,64119,MO,MO,Kansas City,"Kansas City, MO-KS",Clay County,6.792567447816168,4.5,55231.90909090909,0
2889,3136,33809,FL,FL,Lakeland,"Lakeland-Winter Haven, FL",Polk County,3.352256669290281,5.3,42324.90909090909,0
2891,3138,79416,TX,TX,Lubbock,"Lubbock, TX",Lubbock County,1.346821512311425,1.0,43852.545454545456,0
2892,3139,33326,FL,FL,Weston,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County,2.143590204139208,5.1,70033.90909090909,0
2893,3140,3820,NH,NH,Dover,"Boston-Cambridge-Newton, MA-NH",Strafford County,13.914824437190124,3.9,57392.545454545456,0
2894,3141,22207,VA,VA,Arlington,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Arlington County,3.7148147401254494,0.8,124044.45454545454,0
2896,3143,80923,CO,CO,Colorado Springs,"Colorado Springs, CO",El Paso County,2.372109849182551,3.5,63961.72727272727,0
2897,3145,75214,TX,TX,Dallas,"Dallas-Fort Worth-Arlington, TX",Dallas County,3.3500667719276214,3.8,71664.45454545454,0
2898,3146,95834,CA,CA,Sacramento,"Sacramento-Roseville-Folsom, CA",Sacramento County,0.4735389802519849,1.8,63251.09090909091,0
2899,3147,85331,AZ,AZ,Cave Creek,"Phoenix-Mesa-Chandler, AZ",Maricopa County,9.757302645457171,5.0,77431.36363636363,0
2901,3149,31324,GA,GA,Richmond Hill,"Savannah, GA",Bryan County,9.98231917881633,5.8,60512.81818181818,0
2902,3150,33130,FL,FL,Miami,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,-0.9325863429683052,5.1,50283.09090909091,0
2903,3151,80910,CO,CO,Colorado Springs,"Colorado Springs, CO",El Paso County,0.9468190113928048,3.7,35572.09090909091,0
2905,3153,27539,NC,NC,Apex,"Raleigh-Cary, NC",Wake County,3.2416891800615,4.9,64119.09090909091,0
2906,3154,37067,TN,TN,Franklin,"Nashville-Davidson--Murfreesboro--Franklin, TN",Williamson County,0.8216615241231373,4.1,83535.36363636363,17
2907,3155,94610,CA,CA,Oakland,"San Francisco-Oakland-Berkeley, CA",Alameda County,-0.9904858081945498,-0.2,85225.90909090909,0
2908,3157,2131,MA,MA,Boston,"Boston-Cambridge-Newton, MA-NH",Suffolk County,8.26757929860961,2.9,65766.36363636363,0
2911,3160,76110,TX,TX,Fort Worth,"Dallas-Fort Worth-Arlington, TX",Tarrant County,5.94004650927154,4.0,45396.36363636364,0
2913,3162,50265,IA,IA,West Des Moines,"Des Moines-West Des Moines, IA",Polk County,4.685469332903163,2.2,58322.81818181818,0
2914,3163,28303,NC,NC,Fayetteville,"Fayetteville, NC",Cumberland County,9.021889140629542,6.3,42883.0,0
2915,3164,93001,CA,CA,Ventura,"Oxnard-Thousand Oaks-Ventura, CA",Ventura County,7.458214734280751,2.2,60187.181818181816,0
2918,3168,83634,ID,ID,Kuna,"Boise City, ID",Ada County,0.4137410883908007,5.3,40271.36363636364,0
2919,3170,74008,OK,OK,Bixby,"Tulsa, OK",Tulsa County,4.097542253624917,3.5,47988.36363636364,0
2921,3172,1851,MA,MA,Lowell,"Boston-Cambridge-Newton, MA-NH",Middlesex County,8.69913850714329,3.3,48608.81818181818,0
2922,3174,97306,OR,OR,Salem,"Salem, OR",Marion County,-3.210547523098849,3.5,53804.454545454544,0
2923,3175,98512,WA,WA,Olympia,"Olympia-Lacey-Tumwater, WA",Thurston County,-1.320415794234875,4.3,53749.181818181816,0
2924,3176,32720,FL,FL,Deland,"Deltona-Daytona Beach-Ormond Beach, FL",Volusia County,5.425122996470106,4.7,36977.36363636364,0
2925,3179,34119,FL,FL,Naples,"Naples-Marco Island, FL",Collier County,4.707203409510688,5.6,78023.54545454546,0
2928,3184,16066,PA,PA,Cranberry Township,"Pittsburgh, PA",Butler County,2.608188529462383,2.6,74939.90909090909,0
2931,3187,37217,TN,TN,Nashville,"Nashville-Davidson--Murfreesboro--Franklin, TN",Davidson County,-5.225025495025486,3.8,47964.09090909091,1
2934,3191,33409,FL,FL,West Palm Beach,"Miami-Fort Lauderdale-Pompano Beach, FL",Palm Beach County,5.954329387328721,5.4,51564.90909090909,0
2935,3192,49417,MI,MI,Grand Haven,"Grand Rapids-Kentwood, MI",Ottawa County,2.0651011335529508,3.8,46892.09090909091,0
2936,3193,55122,MN,MN,Eagan,"Minneapolis-St. Paul-Bloomington, MN-WI",Dakota County,5.156891357365101,1.9,58848.181818181816,0
2937,3194,48205,MI,MI,Detroit,"Detroit-Warren-Dearborn, MI",Wayne County,6.026655519823852,4.1,31846.090909090908,0
2938,3195,19114,PA,PA,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia County,-1.3076249458397855,3.2,47678.181818181816,3
2939,3196,60517,IL,IL,Woodridge,"Chicago-Naperville-Elgin, IL-IN-WI",DuPage County,4.458287760050476,2.3,60209.72727272727,0
2941,3198,32277,FL,FL,Jacksonville,"Jacksonville, FL",Duval County,-5.190608476608452,4.7,39641.454545454544,0
2943,3201,34472,FL,FL,Ocala,"Ocala, FL",Marion County,7.212004412783404,6.8,38047.81818181818,0
2945,3202,30342,GA,GA,Sandy Springs,"Atlanta-Sandy Springs-Alpharetta, GA",Fulton County,-3.403623225587867,4.1,79387.36363636363,0
2946,3205,78239,TX,TX,San Antonio,"San Antonio-New Braunfels, TX",Bexar County,3.738958010087944,3.2,48701.81818181818,0
2947,3206,33404,FL,FL,Riviera Beach,"Miami-Fort Lauderdale-Pompano Beach, FL",Palm Beach County,11.578975793664595,5.3,46875.63636363636,0
2948,3206,33150,FL,FL,West Little River,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,13.8082525162175,6.6,30636.81818181818,0
2949,3208,92260,CA,CA,Palm Desert,"Riverside-San Bernardino-Ontario, CA",Riverside County,8.37801461565643,5.1,57610.81818181818,1
2950,3209,33801,FL,FL,Lakeland,"Lakeland-Winter Haven, FL",Polk County,5.042535996596321,5.9,31199.36363636364,0
2952,3211,21217,MD,MD,Baltimore,"Baltimore-Columbia-Towson, MD",Baltimore City,4.939451401316416,0.5,34390.0,0
2953,3212,21009,MD,MD,Abingdon,"Baltimore-Columbia-Towson, MD",Harford County,-0.2999155527533485,1.7,69813.0,0
